configuration,weight_encoder_early,weight_encoder_middle,weight_encoder_late,weight_decoder_late,auroc,fpr95
uniform_all,0.25,0.25,0.25,0.25,0.8261559633027522,0.528
synthetic_weighted,0.32228999219153187,0.32228999219153187,0.32228999219153187,0.03313002342411526,0.8433165137614679,0.548
encoder_only_uniform,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.8443547400611621,0.548
early_middle_uniform,0.5,0.5,0.0,0.0,0.7953532110091742,0.624
leave_out_encoder_early,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8305030581039754,0.567
leave_out_encoder_middle,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.7208310397553517,0.842
leave_out_encoder_late,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.7760290519877675,0.6
leave_out_decoder_late,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.8443547400611621,0.548
