corruption,auroc,auroc_low,auroc_high,fpr95,fpr95_low,fpr95_high
gaussian_noise_sigma_0.10,0.9806647401546821,0.974793379251653,0.9860798988113608,0.10397553516819572,0.07404434250764526,0.14984709480122324
brightness_x0.50,0.7933044356535646,0.7656610344247118,0.814893995080848,0.6926605504587156,0.6276376146788991,0.7592125382262996
average_blur_7x7,0.98601876011185,0.9809426114524591,0.9907069761243442,0.06574923547400612,0.03509174311926606,0.11097094801223231
